Invoice No,Client,Job Name,Job Number,Invoice Amount (excl VAT),Date Inv. Issued
1912-40,Catenary King,Sussex Framework Ballast Retention,2329,0.0,2019-12-19
1912-40,Catenary King,Sussex Framework Ballast Retention,2330,0.0,2019-12-19
1912-40,Catenary King,Sussex Framework Ballast Retention,2331,0.0,2019-12-19
1912-41,Taziker Industrial,Clyde Major Structures Scheme,2087,1284.0,2019-12-20
1912-42,QTS Group,ECA2 Whitelaw Railway Earthwork Improvement ,2220,11011.0,2019-12-20
1912-43,Geo-Rope,Loch Katrine Netting,2349,2899.13,2019-12-20
1912-44,Gilkes Energy (Whinlatter Energy Ltd),Ravensworth Gas Plant,2309,3000.0,2019-12-20
2001-01,Story Contracting,UB 310/151 Auch Viaduct Form 003,2132,4399.43,2020-01-08
2001-02,CPR - Complete Paving Requirements,Kilmarnock Station Platform 4 Refurb,1452,1551.34,2020-01-08
2001-03,Story Contracting,Old Greenock Road Temporary Works,2315,1200.0,2020-01-13
2001-04,Whitfield Construction Services,Hainault Road,2287,1768.0,2020-01-16
2001-05,Whitfield Construction Services,Dagenham Dock,2226,1846.1,2020-01-16
2001-06,Catenary King,Sussex Framework Ballast Retention,2326,5766.8,2020-01-16
2001-06,Catenary King,Sussex Framework Ballast Retention,2327,0.0,2020-01-16
2001-06,Catenary King,Sussex Framework Ballast Retention,2328,0.0,2020-01-16
2001-06,Catenary King,Sussex Framework Ballast Retention,2329,0.0,2020-01-16
2001-06,Catenary King,Sussex Framework Ballast Retention,2330,0.0,2020-01-16
2001-06,Catenary King,Sussex Framework Ballast Retention,2331,0.0,2020-01-16
2001-07,Story Contracting,Suggits Lane Footbridge,2347,5746.25,2020-01-16
2001-08,Story Contracting,R179/116.0620U Retaining Wall Langbank,2338,1951.88,2020-01-16
2001-09,Taziker Industrial,A9 Auchinlay Scaffold Foundations,2286,489.5,2020-01-16
2001-10,QTS Group,ANI2 Craighead Railway Earthwork Improvement,2218,10582.5,2020-01-16
2001-11,Story Contracting,UB 285/005 Currie Know,2152,808.0,2020-01-15
2001-12,Bam Ritchie,CRUACHAN POWER STATION,2148,13054.5,2020-01-20
2001-13,Story Contracting,UB 179/040 OLD GREENOCK ROAD,2205,1712.67,2020-01-20
2001-14,Story Contracting,UB 240/001 Clifton,2271,5749.69,2020-01-20
2001-15,Story Contracting,FB 030/469 Gillhead Donnelys,2153,1372.95,2020-01-20
2001-16,BAM Nuttall,SEAGREEN ONSHORE CABLING WORKS,2373,16849.18,2020-01-20
2001-17,CPMS,INCHTURE DRAINAGE,2009,2461.25,2020-01-20
2001-18,CPMS,BUSBY DRAINAGE,2008,1437.5,2020-01-20
2001-19,CPMS,SWAN'S NECK DRAINAGE,2010,2136.5,2020-01-20
2001-20,CPMS,Longniddry Drainage,1919,1443.0,2020-01-20
2001-21,Story Contracting,OB 090/106 MURIESPOT BRIDGE,2252,1549.38,2020-01-20
2001-22,Story Contracting,OB179-052 Aqueduct,2253,1518.28,2020-01-20
2001-23,CPMS,Ballencrief Cottages,2030,3453.75,2020-01-20
2001-24,AMCO,CP6 Year 1 Culverts C030/388,1949,723.83,2020-01-20
2001-25,AMCO,CP6 Year 1 Culverts C030/245,1948,3395.48,2020-01-20
2001-26,AMCO,Garrowhill Station Remediation,2316,7383.25,2020-01-20
2001-27,AMCO,OB 036/003 GILL OCCUPATIONAL,1958,2026.08,2020-02-21
2001-28,AMCO,CP6 Year 1 Culverts C030/423,1950,529.62,2020-02-21
2001-29,SPL Powerlines UK Limited,City Union HST Elctrification Grip 3 Study,2348,6454.6,2020-02-22
2001-30,Lanarkshire Welding Company,LWL Lifting Lug,2342,2600.0,2020-02-22
2001-31,Story Contracting,UB 134/014 Cattle Creep - credit note,2138,-9501.48,2020-01-23
2001-32,AMCO,Whitecart Viaduct  ,2164,3773.0,2020-01-29
2001-33,Story Contracting,UB 119/009 Torryburn Masonry Repairs,2249,7976.42,2020-01-29
2001-34,Story Contracting,UB1016/002 Wheatfield Road,2230,3946.23,2020-01-29
2001-35,Story Contracting,Suggits Lane Footbridge,2347,6709.9,2020-01-29
2001-36,Story Contracting,FB 058/090A North Street,2156,2886.75,2020-01-29
2001-37,Story Contracting,UB 310/226 Loch Treig,2135,743.0,2020-01-29
2001-38,Story Contracting,OB 310/339 New Base Camp Bridge Temporary Works,2339,5163.25,2020-01-29
2001-39,BAM Nuttall,Inverness Station Glazing Replacement,2335,9588.0,2020-01-30
2001-40,Whitfield Construction Services,SSV OLE Residual Works S/29/03D OLE Foundation Design,2367,750.0,2020-01-30
2001-41,Whitfield Construction Services,SSV OLE Residual Works,2325,2783.25,2020-01-30
2001-42,Whitfield Construction Services,Occupation Higham Overbridge - Tie Bar Replacement,2266,1511.25,2020-01-30
2001-43,Story Contracting,Middlepenny Bank Temporary Works,2353,1086.0,2020-01-30
2001-44,Story Contracting,Kirkland Glen Viaduct Temporary Works,2345,1626.25,2020-01-30
2001-45,Story Contracting,Waterside Viaduct Temporary Works,2346,1626.25,2020-01-30
2001-46,AMCO,UB 030/092 Wingwall Repair & Slope Stabilisation,2321,2923.22,2020-01-30
2001-47,BAM Nuttall,Inverness Station Temporary Works,2357,2032.0,2020-01-30
2001-48,George Leslie,Kingdom Park,2304,1612.0,2020-01-30
2001-49,Story Contracting,Horden Station Temporary Works,2320,1902.0,2020-01-30
2001-50,Taziker Industrial,Clyde Major Structures Scheme,2087,6459.18,2020-01-30
2001-51,Taziker Industrial,Clyde Major Structures Scheme,2087,10933.75,2020-01-30
2001-52,Taziker Industrial,Clyde Major Structures Scheme,2087,3611.75,2020-01-30
2002-01,AMCO,OB 240/162 Old Kilpatrick,1982,3133.43,2020-02-04
2002-02,Story Contracting,UB 310/277 Loch Treig,2319,4964.67,2020-02-04
2002-03,AMCO,Garrowhill Station Remediation,2316,1941.63,2020-02-04
2002-04,Story Contracting,UB 132/087 Cow Bridge Infill,2149,2301.75,2020-02-06
2002-05,Story Contracting,UB 110/024 Balgonie Road,2232,393.87,2020-02-06
2002-06,Story Contracting,UB 110/003 Birks Occ Road,2231,339.7,2020-02-06
2002-07,BAM Nuttall,UB133-020 Millstone Burn,2191,5460.29,2020-02-06
2002-08,Story Contracting,C001/060A Cul Betony ,2143,4310.25,2020-02-07
2002-09,AMCO,UB 218/007 Adelphi Street,1894,704.99,2020-02-11
2002-10,AMCO,UB 218/009 Old Rutherglen Road,1895,705.0,2020-02-11
2002-11,Story Contracting,OB 310/339 New Base Camp Bridge Temporary Works,2339,3777.25,2020-02-11
2002-12,CPMS,Prestonpans Station UB 001-036,1987,4589.07,2020-02-11
2002-13,Taziker Industrial,UB 290/095A Garry Viaduct,2059,967.5,2020-02-13
2002-14,Story Contracting,UB 161/049 Powgree,2248,7217.41,2020-02-11
2002-15,Story Contracting,UB 192/010 Kirkland Glen,2294,18746.82,2020-02-13
2002-16,Story Contracting,Nitshill Road Temporary Works,2390,1148.5,2020-02-13
2002-17,AMCO,Garrowhill Station Remediation,2316,3166.63,2020-02-18
2002-18,Caerus Periousia Ltd,Argyle Street Tunnel,2396,2588.0,2020-02-18
2002-19,Story Contracting,UB 310/151 Auch Viaduct Form 003,2132,989.49,2020-02-18
2002-20,Neary Rail,Argyle Street Station Temporary Works,2354,1124.0,2020-02-18
2002-21,AMCO,MSC1236  030/429 Scour Repairs,2113,1033.0,2020-02-18
2002-22,AMCO,A 77 Carlock TVCB,2395,1495.0,2020-02-18
2002-23,AMCO,UB 232/029 Shawmoss Road,1928,2000.0,2020-02-18
2002-24,AMCO,UB 232/030 Titwood Road,1929,2000.0,2020-02-18
2002-25,AMCO,Old Kilpatrick Road Temporary Works,1982,2000.0,2020-02-19
2002-26,Story Contracting,Bonnyrigg Yard Concrete Slab,2356,2269.0,2020-02-19
2002-27,CPMS,Rannoch Station Setting Out ,2296,1414.0,2020-02-20
2002-28,Taziker Industrial,A9 Findhorn Bridge Cabin Stability Check,2389,854.0,2020-02-20
2002-29,SWS JV ,A6 Temporary Works,2134,2250.0,2020-02-21
2002-30,Story Contracting,FB 310/025 GARELOCHHEAD TEMPORARY WORKS,2369,3152.25,2020-02-28
2002-31,Bam Ritchie,A68 CAMPTOWN TEMPORARY WORKS,2305,1147.5,2020-02-28
2002-32,AMCO,T313-117 Loch Nan Uamh Tunnel,1492D,462.32,2020-02-28
2002-33,AMCO,LAIRTHAT BRIDGE SURVEY,2392,1728.75,2020-02-28
2002-34,PBH OLE,NEXUS PILE CHECK,2082,607.0,2020-02-28
2002-35,PBH OLE,ANGLIA CP6 STRUCTURES RENEWALS ,2355,5122.5,2020-02-28
2002-36,Story Contracting,Retaining Wall R/113/027,2242,9773.54,2020-02-28
2002-37,Story Contracting,OB 110/003 BIRKS HILL TEMPORARY WORKS,2397,1148.5,2020-02-28
2002-38,Story Contracting,UB 110/024 BALGONIE ROAD,2391,11809.6,2020-02-28
2002-39,Story Contracting,UB 110/003 BIRKS OCC,2388,9284.0,2020-02-28
2002-40,Whitfield Construction Services,166580 - East Anglia Footbridges,2364,11662.91,2020-02-28
2002-41,AMCO,DUNBAR STATION TEMPORARY WORKS,2171,2770.12,2020-02-28
2002-42,CPMS,ALEXANDRA PARADE PLATFORM 1,1411,9882.56,2020-02-28
2002-43,Story Contracting,R222/009.0640 NEILSTON BANK RETAINING WALL,2142,4015.87,2020-02-28
2002-44,Story Contracting,NEWHAM ROAD RAILWAY EARTHWORK IMPROVEMENT DESIGN,2358,4875.0,2020-02-28
2002-45,Story Contracting,BOLDEN FLATS RAILWAY EARTHWORK IMPROVEMENT DESIGN,2359,3920.0,2020-02-28
2002-46,Bam Ritchie,BLARYHILL SLOPE STRENGTHENING,2344,7299.0,2020-02-28
2002-47,QTS Group,KYL - CP6 Allt Na Ceardaich Railway Earthworks Improvement,2126,3309.3,2020-02-28
2002-48,QTS Group,WHL - GARELOCHHEAD RAILWAY EARTHWORK IMPROVEMENT,2268,13959.5,2020-02-28
2002-49,QTS Group,ECA2 - AUCHENGRAY RAILWAY EARTHWORK IMPROVEMENT,2219,17168.5,2020-02-28
2002-50,QTS Group,ANI1 INVERAMSAY RAILWAY IMPROVEMENT,2212,15822.5,2020-02-28
2002-51,SPL Powerlines UK Limited,HARTWOOD STATION RRAP - ACCESS TRACK,2279,3985.25,2020-02-28
2002-52,AMCO,A 77 Carlock TVCB,2395,1230.0,2020-02-28
2002-53,SPL Powerlines UK Limited,CITY UNION HST ELECTRIFICATION GRIP 3 STUDY,2348,5456.25,2020-02-28
2002-54,BAM Nuttall,SEAGREEN ONSHORE CABLING WORKS,2373,38294.6,2020-02-28
2002-55,Story Contracting,EDINBURGH WAVERLEY NOR LOCH SEWER DUCTING,2368,2263.25,2020-03-03
2002-56,AMCO,FINDHORN VIADUCT UB61 ELR: ANI3 119mi 1630yds 120mi 20yds,2095,2045.5,2020-02-28
2002-57,AMCO,SPEY VIADUCT UB 181 ELR: HGL2 68mi 500yds 68mi 590yds ,2096,2045.5,2020-02-28
2002-58,AMCO,ACHANALT VIADUCT UB 40 ELR: KYL 20mi 467yds 20mi 555yds ,2098,2045.5,2020-02-28
2002-59,AMCO,RANNOCH VIADUCT ELR: WHL 64mi 1200yds 64mi 1420yds ,2100,2045.5,2020-02-28
2002-60,AMCO,INVERSHIN VIADUCT UB151 ELR:WCK 61mi 605yds 61mi 685yds,2094,2045.5,2020-02-28
2002-61,AMCO,BIRDSMILL NBE 34mi 748yds ,2101,2045.5,2020-02-28
2003-01,Story Contracting,UB 179/040 OLD GREENOCK ROAD,2205,765.51,2020-03-03
2003-02,Story Contracting,Suggits Lane Footbridge,2347,17881.22,2020-03-03
2003-03,BAM Nuttall,CP6 Culverts 2179 - 2186,2179,42000.52,2020-03-04
2003-03,BAM Nuttall,CP6 Culverts 2179 - 2186,2180,0.0,2020-03-04
2003-03,BAM Nuttall,CP6 Culverts 2179 - 2186,2181,0.0,2020-03-04
2003-03,BAM Nuttall,CP6 Culverts 2179 - 2186,2182,0.0,2020-03-04
2003-03,BAM Nuttall,CP6 Culverts 2179 - 2186,2183,0.0,2020-03-04
2003-03,BAM Nuttall,CP6 Culverts 2179 - 2186,2184,0.0,2020-03-04
2003-03,BAM Nuttall,CP6 Culverts 2179 - 2186,2185,0.0,2020-03-04
2003-03,BAM Nuttall,CP6 Culverts 2179 - 2186,2186,0.0,2020-03-04
2003-04,AMCO,MRN2528A Drygate Slope Stabilisation,2283,1388.0,2020-03-06
2003-05,AMCO,Findhorn Viaduct ,2189,300.0,2020-03-06
2003-06,CPMS,ECN5 Portlethan Station,2273,5236.75,2020-03-06
2003-07,Taziker Industrial,Clyde Major Structures Scheme,2087,4724.58,2020-03-06
2003-08,Taziker Industrial,Clyde Major Structures Scheme,2087,1050.5,2020-03-06
2003-09,Taziker Industrial,Clyde Major Structures Scheme,2087,2186.76,2020-03-06
2003-10,Taziker Industrial,UB 090/048 B9157 Sherry Road,2376,9534.4,2020-03-06
2003-11,Story Contracting,R/222/003.0066D Kennishead Retaining Wall,2243,9316.13,2020-03-06
2003-12,AMCO,Glenshellac Terrace Temporary Works,2404,1707.5,2020-03-06
2003-13,QTS Group,ECN2 Leuchars Culvert Replacement,2370,11459.5,2020-03-06
2003-14,AMCO,West Highland Line Ballast Retention,2118,887.5,2020-03-06
2003-15,Story Contracting,R/222/005.0035U Nitshill Retaining Wall,2244,5097.31,2020-03-09
2003-16,Story Contracting,Crossgates Culverts,2337,6762.0,2020-03-20
2003-17,AMCO,Scotland Street Retaining Wall,1862,2499.0,2020-03-20
2003-18,Story Contracting,OB 110/003 BIRKS OCC TEMPORARY WORKS,2397,850.0,2020-03-20
2003-19,AMCO,Blairhill Station Temporary Works,2407,850.0,2020-03-20
2003-20,Taziker Industrial,UB 090/048 B9157 Sherry Road,2376,1544.85,2020-03-20
2003-21,CPR - Complete Paving Requirements,Kilmarnock Station Platform 4 Refurb,1452,510.6,
2003-22,George Leslie,Happendon Trunk Mains,2210,3819.77,2020-03-20
2003-23,Story Contracting,Challoch Clumps Temporary Works,2372,6500.0,2020-03-20
2003-24,AMCO,Garrowhill Culvert,2398,948.5,2020-03-20
2003-25,Story Contracting,UB 310-059 A83 Repairs and Repainting,2251,10268.69,2020-03-20
2003-26,Taziker Industrial,A9 Alt Girnaig Bridge Soffit,2154,1192.5,2020-03-20
2003-27,Taziker Industrial,A9 Auchinlay Bridge Stairs,2289,6572.75,2020-03-24
2003-28,Taziker Industrial,A9 Auchinlay Bridge Stairs,2289,3009.0,2020-03-24
2003-29,Morgan Sindall,Kippenross Tunnel Masonry Repairs,2117,1293.75,2020-04-10
2003-30,Story Contracting,UB 110/024 Balgonie Road,2391,1998.4,2020-03-24
2003-31,Story Contracting,UB 110/003 Birks Occ,2388,1606.5,2020-03-24
2003-32,AMCO,Banavie Swing Bridge Balancing,2313,4108.5,2020-03-26
2003-33,QTS Group,KYL - CP6 Glencarron Lodge Railway Earthwork Improvement,2129,6432.83,2020-03-26
2003-34,Story Contracting,Retaining Wall R/240/008.1470,2245,6059.09,2020-03-26
2003-35,Story Contracting,Retaining Wall R/240/008.1500,2246,5285.14,2020-03-26
2003-36,QTS Group,Lackdhu Railway Earthworks Improvement,2217,21784.75,2020-03-26
2003-37,Allen Gordon,Bothwell Sewer Replacement,2263,4350.25,2020-03-26
2003-38,Allen Gordon,Bothwell Sewer Replacement,2263,2048.0,2020-03-26
2003-39,QTS Group,KYL - CP6 Ash Nasheen Railway Earthworks Improvement,2127,6143.38,2020-03-26
2003-40,AMCO,Whitecart Viaduct - Credit Note,2164,-1273.0,2020-03-25
2003-41,SWS JV ,A6 Temporary Works,2134,4484.25,2020-03-26
2003-42,QTS Group,Wick Station Cofferdam,2408,3722.75,2020-03-26
2003-43,Story Contracting,UB 119/009 Torryburn Masonry Repairs,2249,580.45,2020-03-26
2003-44,Story Contracting,Retaining Wall R/113/027,2242,4597.5,2020-03-26
2003-45,CPMS,UB 232 026 Rossendale Road Parapet,2175,4893.75,2020-04-10
2003-46,Story Contracting,Newham Road Railway Earthwork Improvement Design,2358,3041.63,2020-03-26
2003-47,Story Contracting,BOLDEN FLATS RAILWAY EARTHWORK IMPROVEMENT DESIGN,2359,4562.44,2020-03-26
2003-48,Story Contracting,Suggits Lane Footbridge,2347,9766.99,2020-03-26
2003-49,AMCO,UB 302/008 Kessoch Street Underbridge,2366,3002.75,2020-03-30
2003-50,AMCO,Intersection,2400,6833.0,2020-03-30
2003-51,Taziker Industrial,Clyde Major Structures Scheme,2087,1706.31,2020-03-30
2003-52,Taziker Industrial,Clyde Major Structures Scheme,2087,10178.33,2020-03-30
2003-53,Taziker Industrial,Clyde Major Structures Scheme,2087,2186.75,2020-03-30
2003-54,Taziker Industrial,Clyde Major Structures Scheme,2087,5276.03,2020-03-30
2003-55,Taziker Industrial,Clyde Major Structures Scheme,2087,3766.13,2020-03-30
2003-56,P2ML,Daliburgh,2401,7165.63,2020-03-30
2003-57,AMCO,Garrowhill Station Remediation,2316,1138.49,2020-03-31
2003-58,AMCO,Glenshellach Terrace Temporary Works,2404,2997.5,2020-03-31
2003-59,CPMS,Credit Note - Alexandra Parade Platform   ,1411,-9882.56,2020-04-10
2003-60,CPMS,Alexandra Parade Platform   ,1411,8140.06,2020-04-10
2003-61,Network Rail,Alexandra Parade Platform   ,1411,2728.69,2020-04-10
2004-01,QTS Group,Garrion Gill,2417,1623.0,2020-04-02
2004-02,MVT,Muthill Village Trust Cycle Path,2160,226.63,2020-04-02
2004-03,,NOT USED,,,
2004-04,AMCO,OB 294/010 Alves Station,2190,1585.5,2020-04-06
2004-05,Story Contracting,UB113-006 Lochgelly,2336,17045.3,2020-04-14
2004-06,Story Contracting,UB 240/001 Clifton,2271,2490.0,2020-04-14
2004-07,Story Contracting,OB 163/105 East Challoch Design Development ,2306,1181.88,2020-04-14
2004-08,BAM Nuttall,SEAGREEN ONSHORE CABLING WORKS,2373,26576.25,2020-04-21
2004-09,Story Contracting,UB 1109-009 Torryburn,2415,12696.77,2020-04-15
2004-10,Whitfield Construction Services,166580 - East Anglia Footbridges,2364,5866.25,2020-04-21
2004-11,AMCO,Glenshellach Terrace Temporary Works,2404,1290.0,2020-04-17
2004-12,AMCO,Credit Note Glenshellach Terrace Temporary Works,2404,-2997.5,2020-04-17
2004-13,Story Contracting,UB 161/049 Powgree Burn Replacement,2248,595.15,2020-04-20
2004-14,Story Contracting,UB 310-059 A83 Repairs and Repainting,2251,787.18,2020-04-20
2004-15,Story Contracting,UB 240/001 Clifton,2271,744.52,2020-04-20
2004-16,AMCO,UB 302-082 Balnagown Road,2385,11287.15,2020-04-21
2004-17,Story Contracting,UB1016/002 Wheatfield Road,2230,2739.25,2020-04-20
2004-18,Story Contracting,UB 119/009 Torryburn Masonry Repairs,2249,2440.25,2020-04-20
2004-19,Story Contracting,UB 310-059 A83 Repairs and Repainting,2251,1501.25,2020-04-20
2004-20,Story Contracting,OB 090/106 MURIESPOT BRIDGE,2252,2804.25,2020-04-20
2004-21,Story Contracting,OB179-052 Aqueduct,2253,820.0,2020-04-20
2004-22,Story Contracting,UB 161/049 Powgree Burn Replacement,2248,806.0,2020-04-20
2004-23,Story Contracting,UB 110/003 Birks Occ Road,2231,692.25,2020-04-20
2004-24,Story Contracting,UB 110/024 Balgonie Road,2232,692.25,2020-04-20
2004-25,Story Contracting,UB 310-192 Tulla Water,2137,12376.39,2020-04-29
2004-26,AMCO,Corkerhill Temporary Works,2403,1000.0,2020-04-29
2004-27,Story Contracting,UB 031-040A Rotten Calder Temporary Works,2258,5117.0,2020-04-29
2004-28,APB Group Ltd,LCC Carnforth & St Michael's Footbridge Replacement - TW,2170,2525.5,2020-04-29
2004-29,Story Contracting,Newham Road Railway Earthwork Improvement Design,2358,3041.62,2020-04-30
2004-30,Story Contracting,BOLDEN FLATS RAILWAY EARTHWORK IMPROVEMENT DESIGN,2359,6985.31,2020-04-30
2004-31,Story Contracting,Normanton Regrade Temporary Catch Fence,2423,4056.25,2020-04-30
2004-32,QTS Group,ANI 1 Davoch of Grange Railway Earthwork Improvement,2215,3683.75,2020-04-30
2004-33,Story Contracting,Retaining Wall R/222/008.1480,2247,7490.47,2020-04-30
2004-34,BAM Nuttall,CP6 YEAR 1 DESIGN DEVELOPMENT: R294 024.1735U/R 294 024.1736 A,2276,18131.0,2020-05-06
2004-35,PBH OLE,ANGLIA CP6 STRUCTURES RENEWALS ,2355,4860.4,2020-05-06
2004-36,Taziker Industrial,UB 031/079 Nelson Street,2405,4136.4,2020-05-06
2004-37,Taziker Industrial,UB 031/079 Nelson Street,2405,8030.64,2020-05-06
2004-38,Story Contracting,UB 179-039 Parklea Playing Fields,2136,765.5,2020-05-06
2005-01,Story Contracting,UB 110/003 Bircs Occ,2388,2287.5,2020-05-06
2005-02,AMCO,C 070/055A Polmont Culvert Renewal,2382,7136.75,2020-05-06
2005-03,Story Contracting,UB 110/024 BALGONIE ROAD TEMPORARY WORKS,2402,2100.0,2020-05-06
2005-04,Joseph Gallagher,Richmond Park Temporary Works,2393,3227.5,2020-05-06
2005-05,Story Contracting,Wandel Temporary Works,2420,1100.0,2020-05-06
2005-06,Story Contracting,R179/116.0620U RETAINING WALL (LANGBANK),2338,3947.0,2020-05-06
2005-07,PBH OLE,Birkthwaite OLE Foundations Design,2432,500.0,2020-05-06
2005-08,AMCO,Tower Glen Access Route,2378,3235.0,2020-05-06
2005-09,AMCO,C 302/122B CULVERT RENEWAL,2383,8448.75,2020-05-06
2005-10,CPMS,Stirling Station Sewage Remediation,2412,3028.5,2020-05-06
2005-11,AMCO,UB302-127 Easter Fearn,2384,9490.75,2020-05-06
2005-12,AMCO,UB302-296 River Helmsdale,2387,15180.32,2020-05-06
2005-13,Story Contracting,Torryburn,2427,1148.5,2020-05-06
2005-14,AMCO,MSC1236  030/429 Scour Repairs,2113,1715.5,2020-05-06
2005-15,,NOT USED,,,
2005-16,Story Contracting,RIVER CARRON SCOUR SCHEMES ,2422,2910.0,2020-05-06
2005-17,AMCO,Dempsters Burn Culvert Replacement,2375,4743.5,2020-05-06
2005-18,AMCO,C616/199 Hillhead Culvert,2374,3748.5,2020-05-06
2005-19,Story Contracting,UB1016/002 Wheatfield Road,2230,15806.72,2020-05-06
2005-20,Taziker Industrial,Clyde Major Structures Scheme,2087,5758.12,2020-05-08
2005-21,Taziker Industrial,Clyde Major Structures Scheme,2087,4373.5,2020-05-08
2005-22,Taziker Industrial,Clyde Major Structures Scheme,2087,3603.5,2020-05-08
2005-23,Taziker Industrial,Clyde Major Structures Scheme,2087,807.5,2020-05-08
2005-24,Taziker Industrial,Clyde Major Structures Scheme,2087,965.25,2020-05-08
2005-25,AMCO,UB302-129 Wester Fearn,2386,9460.15,2020-05-08
2005-26,Geo-Rope,Primrose Bay,2361,4025.0,2020-05-12
2005-27,Taziker Industrial,Lochy Viaduct,2225,7495.0,2020-05-12
2005-28,Story Contracting,C 161-218A Culvert Renewal,2144,1080.0,2020-05-13
2005-29,Catenary King,Hever Station Slope Stability,2377,11649.75,2020-05-14
2005-30,AMCO,Banavie Swing Bridge Timber Balancing,2350,7015.5,2020-05-14
2005-31,Story Contracting,UB016/003 Gorgie Road,2233,13060.47,2020-05-18
2005-32,AMCO,UB302-296 River Helmsdale,2387,892.92,2020-05-18
2005-33,Story Contracting,UB 1109-009 Torryburn,2415,2104.47,2020-05-18
2005-34,Lanarkshire Welding Company,LWL Lifting Lug,2342,1250.0,2020-05-19
2005-35,AMCO,C181/017B CULVERT HEADWALL ,2256,3807.0,2020-05-20
2005-36,SWS JV ,A6 Temporary Works,2134,1500.0,2020-05-22
2005-37,Story Contracting,EDINBURGH WAVERLEY NOR LOCH SEWER DUCTING,2368,3508.25,2020-05-25
2005-38,Story Contracting,UB 310-192 Tulla Water,2137,11595.11,2020-05-25
2005-39,BAM Nuttall,SEAGREEN ONSHORE CABLING WORKS,2373,10105.85,2020-05-27
2005-40,AMCO,Manor Street Crescent,1946,6625.0,2020-05-28
2005-41,Whitfield Construction Services,166580 - East Anglia Footbridges,2364,7823.09,2020-05-28
2005-42,Whitfield Construction Services,Teversham Road / Coldham Lane Bridge Repairs,2418,1131.65,2020-05-28
2005-43,QTS Group,ECM1/332 River Don,2362,1125.28,2020-06-03
2005-44,AMCO,Kessock Street 302/008,2366,3287.25,2020-06-04
